Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Email_Address,Phone_Number,State_of_Origin,Department,Job_Title,Employment_Type,Employment_Status,Date_of_Hire,Date_of_Exit,Monthly_Gross_Salary_NGN,Bank_Name,Bank_Account_Number,Education_Level,Years_of_Experience,Annual_Leave_Balance_Days,Performance_Rating_2024,Manager_Employee_ID,Office_Location,National_ID_Number,Tax_Identification_Number
EMP-00004,Gbemi, Okwu,MALE,7/7/2000,gbemi@gtechsolutions.com.ng,2.34E+12,Abuja,Sales,Sales Executive,Full-Time,Active,14.02.2021,,NGN 229000,First Bank,"2,419,179,580",SSCE,7,15,N/A,EMP-00512,Abuja Office,81080132677,63826716-1960
EMP-01411,Femi,Okonkwo,Male,6-Nov-79,femi411@gtechsolutions.com.ng,0083-173-8516,Kano,FINANCE,Treasury Officer,part-time,Inactive,20-Sep-23,,439.0K,Access Bank,2102569148,M.Sc,23,0,B,EMP-00265,Port Harcourt Branch,97604027183,#N/A
EMP-01180,KEMI,ODUYA,F,10/25/1985,kemi180@gtechsolutions.com.ng,2.34E+12,Kaduna,customer service,Customer Service Rep,PT,Active,10/19/2024,,NGN 178000,GTBank,719431726,HND,6,15,Needs Improvement,EMP-00854,Port Harcourt Branch,TBD,13360235-4803
EMP-01335,Blessing,nwofor,FEMALE,11-Jun-83,blessing.nwofor@gtechsol.ng,2.34E+12,Anambra,HUMAN RESOURCES,Recruitment Specialist,FULL-TIME,Active,13.11.2021,,133.0K,Fidelity Bank,7117000726,n/a,19,2,N/A,EMP-00305,Lagos - Head Office,61815797764,37047524-8657
EMP-01418,Oluwaseun,OKWU,MALE,17/12/1979,oluwaseun418@gtechsolutions.ng,2.34E+13,Ekiti,Customer_Service,Customer Service Rep,part-time,N/A,4/2/2021,,182000,Sterling Bank,1124943934,OND,24,20,Good,Unknown,GRA PH,94923592027,99584630-1890
EMP-00701,Bola,Nwofor,f,20/11/1982,bola@gtechsolutions.com.ng,785565868,Plateau,supply chain,Procurement Officer,full-time,NIL,4/30/2021,,"#214,000",Access Bank,1948892092,MBA,1,14,NIL,EMP-00918,Ikeja,98166881303,83225650-5817
EMP-01081,Adunola,Fashola,Female,8/8/1978,fashola.adunola@gtech-solutions.ng,893276586,Oyo,EXECUTIVE,Chief Technology Officer,full-time,Active,25.05.2018,,1257000,Access Bank,115150111,M.Sc,6,14,2,,Lagos - Head Office,41108002649,53166747-8808
EMP-00405,Dele,Ogundimu ,MALE,11-Aug-76,dele@g-tech.com.ng,2.34E+12,Bayelsa,legal,Legal Officer,CONTRACT,Active,3/6/2023,,"#364,000",Stanbic IBTC,3256022785,HND,25,5,Exceeds Expectations,EMP-00957,Abuja Office,80664707038,41949215-7200
EMP-00685,Onyinye,Afolabi,female,4/20/1993,afolabi.onyinye@gtechsol.ng,0077-416-0647,Rivers,Customer_Service,Customer Service Rep,CONTRACT,Terminated,3-May-23,21-May-24,244000,Ecobank,7641124062,B.A,17,12,Below Average,EMP-00578,Lekki,36383968788,33668758-1259
EMP-00834,tobi,Akintola,m,6/28/1994,tobi_akintola@gtechsolutions.ng,846494633,Delta,Human_Resources,TBD,full-time,Inactive,10/13/2021,,336.0K,FCMB,1380302193,#N/A,7,12,5,EMP-00965,Wuse II,36863644498,14074591-7615
EMP-00783,Chinedu ,Adesanya ,M,7/16/1994,chinedu.adesanya@gtechsolutions.ng,2.34E+12,Kano,Sales Dept,Sales Manager,PART-TIME,Suspended,5/4/2022,,430000,#N/A,"7,008,382,795",B.A,5 yrs,21,3,EMP-00417,lagos hq,69769413667,83269627-9534
EMP-00079, Rotimi,Okafor,m,4/24/1981,rokafor@gtech-solutions.ng,2.34E+13,Rivers,Customer Service,Customer Experience Officer,Part-Time,Active,19/12/2021,,226000,Keystone Bank,5000316394,B.A,12,15,3,EMP-01047,Kano Office,20867808562,26155543-9490
EMP-00354,BIODUN,Nwosu,MALE,22/06/1980,bnwosu@gtech-solutions.ng,+234 085 429 3355,Nasarawa,Supply Chain Dept,Warehouse Manager,Full Time,Terminated,15.12.2021,9/22/2024,398000,Keystone Bank,4820907884,NIL,4,15,3,EMP-01017,Ikeja,62969143362,87254618-5209
EMP-01479,Adekunle ,Oduya ,M,20/06/1995,oduya.adekunle@g-tech.com.ng,2.34E+12,Ekiti,Finance Dept,Senior Accountant,FT,Active,10/11/2023,,579.0K,Keystone Bank,9173983449,B.Sc,12,20,Average,EMP-01347,Port Harcourt Branch,n/a,24468057-3525
EMP-00760,Femi,Ogundele,male,17.04.1977,femi.ogundele@gtechsolutions.com.ng,+234 081 721 9833,Abuja,Legal Dept,Legal Manager,CONTR,Active,7/12/2019,,537.0K,Keystone Bank,3916253772,B.Eng,12,7,5,EMP-00029,Kano Office,31752523243,29427364-2572
EMP-00528, Bisi,Nwachukwu,FEMALE,16-Aug-75,bisi528@g-tech.com.ng,2.34E+11,Kaduna,supply chain,Supply Chain Analyst,Part Time,Active,10/25/2021,,"N146,000",Ecobank,6397356123,MBA,NIL,5,4,EMP-00773,lag hq,69022209755,63742264-2706
EMP-00110,Oluwakemi,Fayemi,f,7-Feb-97,oluwakemi.fayemi@gtechsolutions.com.ng,2.34E+12,Rivers,Technology Dept,Software Developer,Contract,Terminated,28-Nov-23,22/04/2025,794000,Fidelity Bank,6777704180,B.A,10,20,Exceeds Expectations,EMP-00910,Lagos HQ,10385695579,81157706-9986
EMP-00410,Sola,NWACHUKWU,Mr,21/07/1999,sola_nwachukwu@g-tech.com.ng,2.34E+12,Abuja,Sales,Senior Sales Rep,Full Time,Suspended,5-May-18,,262000,FCMB,9798289219,SSCE,9,10,Good,EMP-00725,Lekki,74809573940,TBD
EMP-00590,uzoamaka,Nwachukwu,Ms,1/10/1981,uzoamaka@gtechsolutions.com.ng,2.34E+12,Bayelsa,Marketing Dept,Marketing Analyst,Contract,Active,9/1/2020,,447000,Access Bank,5864933145,HND,15,7,Below Average,EMP-00916,lag hq,43192743126,57162770-7523
EMP-00640,tolu,Ogundele,FEMALE,3-Jun-84,tolu.ogundele@gtechsolutions.ng,883571587,Ekiti,customer service,Customer Service Rep,CONTR,Not Available,4/29/2018,,89000 NGN,Fidelity Bank,5850075959,B.Eng,11,5,A,EMP-01320,Wuse II,98735872729,35524774-4521
EMP-00051,KEMI,Babatunde ,FEMALE,9/17/1986,kbabatunde@gtech-solutions.ng,703302031,Benue,Human Resources Dept,HR Officer,Contract,Active,19/05/2025,,191.0K,GTBank,"3,614,915,281",Ph.D,19,15,NULL,EMP-00754,Lagos - Head Office,91380003075,30144023-3932
EMP-00236,Dotun ,Haruna,m,26-Jul-75,dotun.haruna@gtechsol.ng,2.34E+12,Cross River,Technology,IT Support,PART-TIME,Active,05.07.2020,,428.0K,Polaris Bank,595268964,SSCE,24,14,1,EMP-00817,Wuse II,33939578654,Unknown
EMP-00346,chioma,Adewale ,Ms,04.04.1997,chioma.adewale@g-tech.com.ng,835658782,Plateau,Finance,Senior Accountant,Part-Time,Active,24.11.2024,,602000,Keystone Bank,4718759226,n/a,18,20,,EMP-00669,Lagos Island,83805826929,18381597-1977
EMP-01175,Lola,Adeola,female,1/16/1998,ladeola@gtechsolutions.ng,0072-831-9211,Rivers,Supply Chain Dept,Logistics Coordinator,part-time,Terminated,2/7/2018,4-Jan-19,"N323,000",Polaris Bank,950641104,OND,7,21,Not Available,EMP-00905,Port Harcourt Branch,33586234223,27599581-3362
EMP-00383,Titilayo,Nwosu,F,11.09.1976,titilayo_nwosu@g-tech_com_ng,756709174,Imo,Customer Service,CS Manager,full-time,On Leave,1/6/2022,,NGN 94,Stanbic IBTC,769237519,MBA,1,10,Outstanding,EMP-00345,Kano Office,N/A,81576118-4004
EMP-00600,AMAKA,Haruna,Ms,4-Jun-99,haruna.amaka@gtechsol.ng,0086-229-1707,Plateau,MARKETING,Digital Marketing Officer,Part-Time,Terminated,7/27/2018,14-Jun-21,NGN 422000,Ecobank,980291070,HND,20,10,Average,EMP-00688,Kano Office,36650285915,52881821-2909
EMP-00491, Onyinye,Mohammed,f,6-Jun-79,omohammed@gtechsolutions.com.ng,0077-212-3816,Imo,Finance,Finance Analyst,Part-Time,Active,2/9/2021,,350000,Keystone Bank,"6,975,415,540",HND,20,12,Meets Expectations,EMP-00394,GRA PH,6573517454,39215462-6655
EMP-01140,damilola,Obi,m,18-Aug-87,damilola_obi@g-tech.com.ng,2.34E+13,Ogun,Technology Dept,DevOps Engineer,contract,Active,05.04.2024,,"#848,000",GTBank,3699308921,B.Eng,24,NIL,D,EMP-00596,lag hq,38508825704,55239487-6707
EMP-01136,Chiamaka,Ogundimu,female,12/21/1992,ogundimu.chiamaka@gtechsolutions.com.ng,888396880,Benue,Executive Dept,Chief Operating Officer,FULL-TIME,Active,6-Mar-20,,NGN 3022000,FCMB,3456727401,B.Sc,17,21,Average,,lag hq,48088057498,75068298-6901
EMP-01472,Toyin ,Yusuf,F,6/16/1992,tyusuf@g-tech.com.ng,802180728,Lagos,sales,Sales Executive,Full-Time,Active,21.03.2023,,NGN 334000,Zenith Bank,2925853236,B.Sc,10,14,D,EMP-01184,lag hq,74920503182,41674404-7183
EMP-00714, Tunde,Fayemi,m,21/04/2000,tunde_fayemi@gtechsolutions.com.ng,2.34E+12,Ogun,TECHNOLOGY,DevOps Engineer,CONTR,Active,3/25/2021,,468.0K,Access Bank,284747216,NIL,17,0,1,EMP-00570,Ikeja,73343597369,22586832-7988
EMP-00284,Chioma,adeleke,f,3/25/1996,adeleke.chioma@g-tech.com.ng,2.34E+12,Rivers,CUSTOMER SERVICE,Customer Experience Officer,CONTRACT,Inactive,26-Oct-18,,135000,Keystone Bank,"6,919,736,734",B.Eng,2,5,NIL,EMP-00890,Lekki,N/A,#N/A
EMP-00666,Uzoamaka,Garba,F,10-Apr-95,uzoamaka_garba@gtechsolutions_ng,2.34E+12,Cross River,Customer Service,Customer Experience Officer,Full-Time,Active,2/10/2022,,N186,GTBank,1598210433,OND,21,15,5,EMP-00160,NIL,46017262803,64388464-6105
EMP-00262,Amaka,Aliyu,f,19-Jul-87,amaka.aliyu@gtech-solutions.ng,2.34E+13,Kano,TECHNOLOGY,IT Support,Full-Time,On Leave,3/17/2023,,"#350,000",Zenith Bank,338376734,OND,12,7,Exceeds Expectations,EMP-00812,Lekki,34392529596,
EMP-00206,If3om@, Nwosu,F,9/8/1981,ifeoma206@gtechsolutions.com.ng,0080-945-1778,Oyo,Executive,Chief Technology Officer,PT,Terminated,31.03.2025,5/18/2025,"??1,649,000",Keystone Bank,3442596476,B.Eng,1,15,Below Average,,Port Harcourt Branch,20797996673,60092039-6535
EMP-00026, Tunji,Lawal,MALE,6/22/1981,tunji_lawal@gtechsolutions.ng,2.34E+11,Delta,Operations,Operations Manager,Part Time,Suspended,8/30/2020,,255000,FCMB,2879792991,B.Eng,18,20,2,EMP-00329,Wuse II,61375060685,20952896-7142
EMP-00574,lola,ABDULLAHI,f,7/4/1991,lola.abdullahi@gtechsolutions.ng,2.34E+11,Ondo,Sales,N/A,PT,Active,8-Aug-23,,"N158,000",Zenith Bank,4218578783,B.Eng,19,7,N/A,EMP-01197,Abuja Office,23726432058,86183837-8189
EMP-00972,OKECHUKWU,Okafor,Male,6/10/1977,okechukwu.okafor@gtechsolutions.com.ng,2.34E+12,Osun,Marketing,Digital Marketing Officer,full-time,Active,21.05.2025,,NGN 471000,FCMB,715851001,OND,4,7,B,EMP-01124,Kano Office,74001980110,43288211-3697
EMP-01255, Niyi, Okafor,MALE,8-Sep-89,niyi255@g-tech.com.ng,2.34E+11,Delta,Sales,Business Development Officer,full-time,Active,18.11.2020,,NGN 365000,Zenith Bank,2150697523,OND,4,2,Exceeds Expectations,EMP-00814,Ikeja,83356638828,69935006-1144
EMP-01402,uchechi,Ogundele,FEMALE,2/1/1996,uchechi402@gtechsol.ng,898284865,Kaduna,Customer Service Dept,Customer Service Rep,FULL-TIME,On Leave,9/23/2019,,193000 NGN,Fidelity Bank,2472439756,M.Sc,23,21,C,EMP-00743,VI Office,56406056432,11449849-1808
EMP-00985, Lanre,Nzeka,m,22-Oct-84,nzeka.lanre@gtechsol.ng,2.34E+12,Cross River,CUSTOMER SERVICE,CS Manager,CONTRACT,Active,30-Jan-18,,249.0K,UBA,9849200794,HND,9,7,3,EMP-01191,Lagos HQ,56440314822,93156209-5265
EMP-00994,Tobi,Okwu,Mr,5/22/1998,tobi_okwu@gtechsolutions.ng,+234 079 193 9836,Nasarawa,marketing,Brand Manager,full-time,Active,28.12.2023,,"??433,000",First Bank,515106539,M.Sc,19,12,3,EMP-00931,Abuja Office,37201701175,54686948-7413
EMP-00129,Nike ,Adeyemi,FEMALE,21.11.1988,nike.adeyemi@gtech-solutions.ng,2.34E+12,Anambra,operations,Process Analyst,Contractor,Active,18/06/2020,,283000,Polaris Bank,6771780593,OND,14,15,5,EMP-00038,Lagos Island,22801561931,75278845-5224
EMP-00518,KEMI,Fayemi,Ms,8/3/1990,fayemi.kemi@gtech-solutions.ng,781407823,Nasarawa,SUPPLY CHAIN,Warehouse Manager,PART-TIME,Active,6/30/2020,,338000,GTBank,4795865199,Not Available,23,10,4,EMP-00239,lagos hq,60323584180,52879199-6647
EMP-00127,Yetunde,AJAYI,Female,10-Dec-88,yetunde@g-tech.com.ng,2.34E+12,Edo,Executive,Chief Operating Officer,FT,Active,4/12/2019,,2695000,UBA,3514994916,SSCE,22,TBD,Unknown,,Lekki,N/A,12132081-4083
EMP-00394, Blessing,Ajayi,Ms,28-Aug-98,blessing394@g-tech.com.ng,2.34E+12,Delta,Executive,Chief Technology Officer,Contractor,On Leave,13-Aug-24,,"??3,260,000",First Bank,9128398798,B.Eng,17,10,4,,Wuse II,Unknown,63538936-3405
EMP-00853, Gbemi,Afolabi ,M,11/16/1975,gbemi.afolabi@g-tech.com.ng,2.34E+12,Nasarawa,Operations,Operations Coordinator,FULL-TIME,Terminated,05.08.2023,1/10/2024,"??236,000",Stanbic IBTC,7745580128,Ph.D,1 year,21,B,EMP-00897,Lagos Island,52275942673,75011680-3940
EMP-00930, Bisi,OKONKWO,FEMALE,4-Jan-85,bokonkwo@gtechsol.ng,2.34E+12,Rivers,customer service,Customer Experience Officer,part-time,Active,17/06/2018,,"??146,000",Zenith Bank,3751618532,MBA,13,14,N/A,EMP-00313,Port Harcourt Branch,64543676879,74258784-6009
EMP-00272,ROTIMI,Adeola,male,24-Feb-80,adeola.rotimi@gtechsolutions.ng,2.34E+11,Bayelsa,Human_Resources,HR Business Partner,full-time,Terminated,2-Sep-21,9/11/2024,"#344,000",Stanbic IBTC,3269150598,M.Sc,11,7,Exceeds Expectations,N/A,Abuja Office,23603768118,28216197-4616
EMP-00940, Damilola, Adeleke,Mr,10/27/1992,damilola940@gtechsolutions.com.ng,702082931,Bayelsa,OPERATIONS,Facilities Manager,PART-TIME,Active,7-Jun-20,,"??173,000",Ecobank,"8,906,688,050",Not Available,Not Available,15,Good,Not Available,GRA PH,79904636919,24954493-9459
EMP-00589,Tolu,Adesanya,f,8-Apr-78,adesanya.tolu@g-tech.com.ng,706709813,Abuja,Marketing Dept,Brand Manager,CONTRACT,Active,02.12.2023,,466000,First Bank,239928802,B.Sc,16,0,Outstanding,EMP-01123,Lekki,89170052291,56918723-8522
EMP-00483,Lola,HARUNA,female,11.06.1977,lola483@gtechsol.ng,2.34E+13,Kano,Executive,Chief Executive Officer,PT,Active,2/8/2022,,3366000,Stanbic IBTC,396728099,SSCE,12,20,NIL,,Unknown,51991981775,30559033-5543
EMP-00820,Emeka,Aliyu,M,28-Oct-97,ealiyu@g-tech.com.ng,744099282,Enugu,finance,Treasury Officer,Contractor,Suspended,3/30/2019,,"#480,000",Access Bank,1490758999,B.A,23,21,C,EMP-01124,Abuja Office,12927243067,92883552-9464
EMP-00486,adaeze,Ajayi,f,11/10/1985,adaeze@g-tech.com.ng,2.34E+13,Imo,Finance Dept,Senior Accountant,contract,Active,12-Jul-23,,"??430,000",Stanbic IBTC,407655932,Ph.D,12,0,Good,EMP-00898,Lekki,49078692855,Not Available
EMP-01322,Femi,Babatunde,MALE,12/4/1988,femi.babatunde@gtechsol.ng,0088-832-0871,Kano,Marketing,Marketing Executive,FULL-TIME,Active,28-Jul-19,,284.0K,Ecobank,566356596,HND,8,21,B,EMP-00911,Abuja Office,53522938629,81990718-8804
EMP-01075,Kehinde,BABATUNDE,FEMALE,11/9/1976,kehinde@gtechsol.ng,2.34E+12,Osun,Legal,Legal Officer,Part-Time,Active,26-Nov-21,,"N413,000",Polaris Bank,"2,254,342,831",Ph.D,6,20,2,EMP-00829,Lagos HQ,49091261935,59498486-2658
EMP-01268,Ronke,Okafor,F,17.11.1994,ronke.okafor@gtechsolutions.com.ng,2.34E+12,Delta,FINANCE,Accountant,CONTR,Active,6/14/2024,,394000 NGN,Stanbic IBTC,8313633642,HND,24,5,4,EMP-00472,Lagos HQ,42956030293,88025932-6540
EMP-01499,gbenga,Nwofor,m,11-Dec-97,gbenga@gtechsolutions.ng,+234 087 321 2574,Ondo,operations,Process Analyst,Full-Time,On Leave,8/9/2023,,328000 NGN,Keystone Bank,8667309157,OND,12,7,,EMP-01002,Kano Office,23499372699,87473232-2985
EMP-00943,emeka,Nwosu,MALE,8/1/1977,nwosu.emeka@g-tech.com.ng,+234 088 105 0043,Ondo,EXECUTIVE,Chief Operating Officer,PT,Active,2/10/2020,,2734.0K,Stanbic IBTC,279784053,B.A,24,0,Excellent,,lag hq,55000444156,Not Available
EMP-01155,Femi, Nwofor,Mr,22/09/1991,femi@gtechsolutions.com.ng,0077-127-8055,Abuja,operations,Operations Coordinator,CONTRACT,Active,3/1/2025,,"#204,000",Access Bank,9884037800,B.Sc,#N/A,12,Good,N/A,Abuja Office,#N/A,24398546-3712
EMP-00514,Kemi,Okonkwo,female,8/7/1978,kemi.okonkwo@gtech-solutions.ng,2.34E+12,Bayelsa,sales,Sales Manager,contract,Suspended,7/14/2022,,"N229,000",FCMB,3506573122,B.Eng,13,7,Outstanding,EMP-01350,Wuse II,14134931796,Not Available
EMP-00795,BOLU,Yusuf,M,8/16/1996,bolu.yusuf@gtechsolutions.com.ng,0079-488-6701,Nasarawa,Sales,Business Development Officer,Full-Time,Active,13/02/2022,,274000,FCMB,398345602,B.Sc,5,5,Exceeds Expectations,EMP-01339,,68686464147,56965181-6093
EMP-01084,Dotun,Babatunde,Mr,19/06/1988,dotun.babatunde@gtechsol.ng,+234 076 594 1681,Not Available,technology,DevOps Engineer,Part-Time,Inactive,06.06.2021,,NGN 649000,Ecobank,3857223655,Ph.D,3,14,Needs Improvement,NIL,Port Harcourt Branch,35113952254,48409117-6924
EMP-00532,Kelechi,Mohammed,Male,2-Mar-86,kelechi@gtechsolutions.ng,+234 085 101 9707,Bayelsa,EXECUTIVE,Chief Executive Officer,FT,Active,11/10/2023,,"N1,285,000",Keystone Bank,8219468565,SSCE,20,5,2,,VI Office,NULL,Not Available
EMP-00029,lola,Ogundele,F,12/22/1991,logundele@gtechsolutions.com.ng,2.34E+12,Delta,Executive,Chief Technology Officer,Full-Time,Active,15.12.2021,,2581.0K,FCMB,7201539282,NULL,12,2,Meets Expectations,,Lagos Island,10278681447,92124765-5678
EMP-00471,Chiamaka,Nwachukwu,f,19-Mar-85,chiamaka_nwachukwu@gtechsol.ng,2.34E+12,Kaduna,OPERATIONS,Operations Coordinator,CONTRACT,Terminated,24-Jun-23,20-Apr-24,363000,Sterling Bank,"9,766,630,194",SSCE,3years,12,D,EMP-00611,VI Office,33099000940,60009613-7527
EMP-01144,Damilola,Ogundele ,M,7/24/1993,damilola.ogundele@gtechsolutions.ng,2.34E+12,Plateau,HUMAN RESOURCES,HR Manager,contract,Inactive,6/28/2023,,NGN 406000,Zenith Bank,5848572081,OND,7,21,Outstanding,EMP-00952,Lekki,NULL,68210154-1744
EMP-01223,Tunde,Musa,m,23.08.1985,tmusa@gtechsolutions.com.ng,2.34E+12,Imo,finance,Accountant,Contractor,Active,11/2/2022,,480.0K,First Bank,5038437643,B.Sc,1 year,2,D,EMP-00478,VI Office,50962334405,86037768-5003
EMP-00997,Ifeanyi ,Taiwo ,m,8/26/1998,ifeanyi@gtechsolutions.ng,771276827,Lagos,Legal Dept,Company Secretary,Full Time,Active,14.10.2021,,289000,FCMB,9789494071,B.A,3,14,4,EMP-00856,Lagos - Head Office,n/a,50427096-7456
EMP-01429,Ronke,Usman,Ms,19.07.1996,rusman@gtechsol.ng,+234 070 798 9076,Plateau,customer service,Customer Service Rep,full-time,Active,5/16/2020,,"#191,000",Fidelity Bank,677687099,M.Sc,17,10,Below Average,EMP-00284,GRA PH,9412547246,14498966-4230
EMP-00218, Adekunle, Adegoke,Mr,28-Aug-91,adekunle.adegoke@gtechsolutions.com.ng,2.34E+13,Enugu,Operations,Operations Coordinator,part-time,Active,10/3/2022,,"#328,000",Access Bank,186849864,Ph.D,19,2,1,EMP-00757,Lagos Island,n/a,54002223-9955
EMP-00962,Tunji,Okonkwo,Male,9/10/1995,tunji_okonkwo@gtechsolutions.ng,+234 088 925 5463,Anambra,Customer_Service,CS Team Lead,Full Time,Active,6/9/2021,,100.0K,Ecobank,565190707,Ph.D,12,0,3,EMP-00290,Lagos - Head Office,n/a,29149792-2655
EMP-00944,IFEOMA,Ibrahim,female,04.01.1989,ifeoma@gtechsol.ng,2.34E+12,Oyo,MARKETING,Content Strategist,PART-TIME,Active,31.07.2021,,"N221,000",Zenith Bank,"1,093,382,780",B.Sc,25,15,Exceeds Expectations,EMP-00862,GRA PH,66853241484,97179414-9327
EMP-00658,Chinedu,USMAN,Male,5/3/1993,chinedu.usman@gtechsolutions.ng,2.34E+12,Cross River,Marketing,Content Strategist,CONTRACT,Suspended,21.04.2025,,316000,Keystone Bank,180534114,OND,1,7,5,EMP-01125,Abuja Office,99667637203,40003728-5837
EMP-00599, Akin,Eze,m,3-Feb-77,akin.eze@gtechsolutions.ng,2.34E+13,Bayelsa,Supply_Chain,Warehouse Manager,Full-Time,Active,1/14/2025,,"#309,000",Stanbic IBTC,3755226769,OND,11,10,NULL,EMP-00253,VI Office,69223940717,49608166-4753
EMP-00115,TOBI,Ogundimu,Male,3-Jan-83,tobi.ogundimu@gtechsolutions.com.ng,+234 071 961 4751,Oyo,Operations,Operations Manager,Part Time,Active,2-Nov-22,,"??165,000",GTBank,"1,479,843,174",HND,6,21,Average,EMP-01185,Wuse II,34280138759,24404851-3963
EMP-01153, Chidi,Akintola,MALE,19-Jan-75,chidi.akintola@gtech-solutions.ng,+234 086 996 8320,Rivers,Technology,IT Support,CONTR,Active,3/10/2025,,383000,Sterling Bank,228404380,OND,18,5,Unknown,EMP-00699,VI Office,86165841300,93215486-4347
EMP-00556,Dele,ogundele,male,11/16/1986,ogundele.dele@gtechsolutions.com.ng,2.34E+12,Anambra,SALES,Sales Manager,Contractor,Active,11.01.2025,,NGN 383000,First Bank,427131890,B.Sc,1,14,A,EMP-01491,Port Harcourt Branch,78379264053,94455026-8377
EMP-00464,Tunde, Afolabi,Male,7/7/1985,tunde464@gtechsolutions.com.ng,2.34E+13,Abuja,Human_Resources,Learning & Development Officer,part-time,Active,23-Nov-20,,"??236,000",GTBank,269722062,Ph.D,19,5,Good,EMP-01252,Port Harcourt Branch,77351668113,93443168-8708
EMP-00692,Femi ,Okwu ,Mr,4/12/1982,femi.okwu@g-tech.com.ng,2.34E+12,Oyo,Marketing,Digital Marketing Officer,Part Time,Terminated,4/16/2018,10.04.2023,"#229,000",FCMB,7643436171,SSCE,24,14,A,EMP-00932,Wuse II,1850880875,51674479-6744
EMP-00667,Titilayo,Fashola,female,7/14/1999,titilayo667@gtechsol.ng,2.34E+11,Rivers,Executive Dept,Chief Executive Officer,Contractor,Active,5/22/2018,,1189.0K,Sterling Bank,632379356,OND,12,2,Meets Expectations,,Lagos HQ,60026046901,92206099-6496
EMP-00444,CHUKWUEMEKA,Ogundele,m,8/28/1996,chukwuemeka_ogundele@gtechsolutions.ng,+234 085 463 4051,Rivers,Finance,Finance Analyst,full-time,Active,3-Mar-20,,NGN 328000,Access Bank,4553141974,Ph.D,13,14,B,EMP-00481,Lagos - Head Office,9522426537,34467753-3083
EMP-00571,Uzoamaka,nwosu,F,12/17/1998,uzoamaka571@gtechsolutions.ng,2.34E+12,Kano,Human_Resources,HR Manager,contract,Active,9-Aug-21,,"??150,000",Zenith Bank,171888787,OND,25,Unknown,B,EMP-00286,Wuse II,12821938682,45109898-8214
EMP-00938,Kehinde,Abdullahi,female,4/25/1977,kehinde.abdullahi@gtechsolutions.ng,2.34E+13,Rivers,Technology,DevOps Engineer,Part-Time,Active,14-Nov-20,,628000 NGN,Keystone Bank,159995077,Ph.D,,2,B,EMP-01080,Kano Office,21858935840,Not Available
EMP-00610,segun,Adesanya,M,18.08.1996,adesanya.segun@gtechsolutions.com.ng,+234 079 775 3373,Cross River,SALES,Sales Executive,PT,Suspended,6-Oct-18,,208000,Zenith Bank,219070159,Ph.D,14,10,#N/A,EMP-01153,Ikeja,1877033257,48287696-5812
EMP-01219,Chioma,balogun,F,7/10/1985,chioma@g-tech.com.ng,2.34E+12,Cross River,marketing,Digital Marketing Officer,PT,Active,12/7/2022,,"#379,000",UBA,3474772682,SSCE,18,n/a,N/A,EMP-00516,GRA PH,20482401521,N/A
EMP-00285,Rotimi ,USMAN,m,21-Apr-86,rotimi.usman@gtech-solutions.ng,2.34E+12,Ogun,Finance,Treasury Officer,CONTRACT,Active,8-Nov-23,,478000,Access Bank,724117545,M.Sc,N/A,15,Exceeds Expectations,EMP-00098,GRA PH,91406884133,41153693-2461
EMP-00706,Sola, Adeyemi,Male,6/9/1978,sola706@gtechsol.ng,2.34E+12,Imo,FINANCE,Finance Manager,Part Time,Active,8/7/2019,,624.0K,UBA,1048668297,TBD,1,5,B,EMP-00594,Port Harcourt Branch,22478922518,29651734-7983
EMP-00751,Adaeze ,Ogundele,female,11-Jul-79,adaeze.ogundele@gtechsol.ng,2.34E+12,Edo,SALES,Business Development Officer,FULL-TIME,Active,4/26/2022,,"N214,000",Ecobank,4098961063,B.Eng,6,7,C,EMP-00400,Lagos - Head Office,84544198385,86329609-3516
EMP-00537,Femi,Onuoha ,m,12/8/1979,femi.onuoha@gtechsolutions.com.ng,2.34E+12,TBD,Supply Chain Dept,Supply Chain Analyst,CONTR,Active,2-Dec-21,,"N155,000",Polaris Bank,3594344161,B.Eng,21,7,5,EMP-01383,LAGOS HQ,71862447563,24111630-3130
EMP-01036,Dotun, Okwu,m,9/15/1997,dokwu@gtechsolutions.com.ng,0083-972-0234,Kano,operations,Operations Coordinator,Part Time,Active,20-Apr-21,,266000 NGN,UBA,2635713674,MBA,1,12,1,EMP-00538,Lagos HQ,31081854805,22470378-5147
EMP-00250,Emeka,Adeola,m,02.10.1994,emeka.adeola@gtechsolutions.ng,2.34E+12,Benue,LEGAL,Legal Officer,contract,Active,13-Sep-24,,NGN 398000,Fidelity Bank,8136453451,HND,22,0,Exceeds Expectations,EMP-00178,Wuse II,31765397054,70558903-4548
EMP-01338,Uzoamaka,suleiman,Female,8/9/1979,uzoamaka_suleiman@gtechsolutions.com.ng,0070-999-9605,Imo,Finance,Internal Auditor,CONTRACT,Suspended,6/5/2020,,343.0K,First Bank,461237106,n/a,Unknown,10,B,EMP-01293,VI Office,2876197681,
EMP-01386,Kelechi, Taiwo,Male,05.07.1994,kelechi_taiwo@gtechsolutions.ng,+234 071 650 8527,Anambra,Technology,Software Developer,CONTR,Active,13/08/2018,,NGN 720000,First Bank,930664410,B.Eng,22,21,Exceeds Expectations,EMP-00760,GRA PH,69682606928,Not Available
